立案时间,火警地址,火警类型,所属大队,所属街道,实/虚警,所属队站,备注内容,微站,微站调派时间,微站出动时间,微站到场时间,微站出动用时,中队到场时间,微站出水情况,微站处置,建筑物内/外,中队出动时间
1/30/2025 20:31,浦东新区 周浦镇 周园路388号会丽苑小区东门外（烟花）（消防处置）（到场处置）,杂物,三林大队（六大队）,周浦镇,实警,周浦站,室外烧杂物,半岛微站,1/30/2025 20:32,1/30/2025 20:33,1/30/2025 20:37,87.0,1/30/2025 20:41,否,监护,,1/30/2025 20:32
1/30/2025 19:33,浦东新区 康桥镇 川周公路2907号（微站处置）（到场处置）,杂物,三林大队（六大队）,康桥镇,实警,申江站,室外烧杂物,孙桥微站,1/30/2025 19:34,1/30/2025 19:36,1/30/2025 19:39,94.0,1/30/2025 19:41,否,监护,,1/30/2025 19:34
1/30/2025 19:24,浦东新区 康桥镇 创业路87弄 康桥新苑 北面桥下（消防处置）（到场处置）,杂物,三林大队（六大队）,康桥镇,实警,申江站,室外烧杂物,沿南村微站,1/30/2025 19:26,1/30/2025 19:28,1/30/2025 19:36,86.0,1/30/2025 19:35,分,监护,,1/30/2025 19:25
1/30/2025 19:24,浦东新区 康桥镇 康新路 靠近 康桥东路 （驻防车出动）（经核实无需消防处置）（到场未处置）,杂物,三林大队（六大队）,康桥镇,实警,申江站,室外烧杂草,橫沔微站,1/30/2025 19:25,1/30/2025 19:25,1/30/2025 19:30,25.0,1/30/2025 19:44,是,出水处置,,1/30/2025 19:25
1/30/2025 15:25,浦东新区 川沙新镇 润川路 靠近 川周公路 河边草地上（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,川沙站,室外烧杂物,城厢南市微站,1/30/2025 15:28,1/30/2025 15:30,1/30/2025 15:36,93.0,1/30/2025 15:36,否,监护,,1/30/2025 15:25
1/30/2025 15:02,浦东新区 合庆镇 龙东支路 靠近 人民塘路 往南500米（消防处置）（到场处置）,杂物,川沙大队（三大队）,合庆镇,实警,川沙站,室外烧杂草,向阳微站,1/30/2025 15:04,1/30/2025 15:06,1/30/2025 15:12,151.0,1/30/2025 15:17,是,出水处置,,1/30/2025 15:03
1/30/2025 14:59,浦东新区 曹路镇 川沙路669号（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂草,上川路微站,1/30/2025 15:01,1/30/2025 15:01,1/30/2025 15:06,27.0,1/30/2025 15:06,否,监护,,1/30/2025 14:59
1/30/2025 14:29,浦东新区 周家渡街道 南码头路1349弄18-19号(齐河小区)（EB）（微站处置）（到场处置）,车辆（电瓶车）,世博大队（七大队）,周家渡街道,实警,临沂站,室外烧残疾人助动车,雪野二村微站,1/30/2025 14:30,1/30/2025 14:31,1/30/2025 14:36,73.0,1/30/2025 14:43,是,出水处置,,1/30/2025 14:33
1/30/2025 14:12,浦东新区 高桥镇 大同路449号2楼浙新大酒店（消防处置）（到场处置）,单位,保税大队（四大队）,高桥镇,实警,高桥站,2楼杂物间烧杂物,镇北村微站,1/30/2025 14:13,1/30/2025 14:15,1/30/2025 14:17,140.0,1/30/2025 14:15,否,监护,,1/30/2025 14:13
1/30/2025 12:49,浦东新区 川沙新镇 大川公路 靠近 闻居西路（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,六灶站,室外烧杂草,明祥苑微站,1/30/2025 12:51,1/30/2025 12:54,1/30/2025 13:04,223.0,1/30/2025 12:55,否,监护,,1/30/2025 12:49
1/30/2025 11:40,浦东新区 泥城镇 云汉路1288弄12号502室（误报）（到场未处置）,居民,临港大队（九大队）,泥城镇,虚警,泥城站,无着火冒烟情况，误报,彭镇微站,1/30/2025 11:42,1/30/2025 11:42,1/30/2025 11:46,7.0,1/30/2025 11:50,否,监护,,1/30/2025 11:41
1/30/2025 11:39,浦东新区 书院镇洼港村6组813号农村自建房（消防处置）（到场处置）,居民,临港大队（九大队）,书院镇,实警,书院站,烧杂物间内杂物,新港微站,1/30/2025 11:40,1/30/2025 11:41,1/30/2025 11:45,31.0,1/30/2025 11:49,否,监护,,1/30/2025 11:39
1/30/2025 1:48,浦东新区 潍坊新村街道 潍坊四村440号303室（消防处置）（到场处置）,居民,陆家嘴大队（一大队）,潍坊新村街道,实警,铜山站,居民卧室烧家具及生活用品,蓝村微站,1/30/2025 1:49,1/30/2025 1:50,1/30/2025 1:54,69.0,1/30/2025 1:55,,nan,,1/30/2025 1:49
1/30/2025 1:09,浦东新区 潍坊新村街道 浦电路331弄东方路门口（误报）（到场未处置）,电线,陆家嘴大队（一大队）,潍坊新村街道,虚警,铜山站,误报，无着火冒烟情况,潍坊东路微站,1/30/2025 1:09,1/30/2025 1:11,1/30/2025 1:20,92.0,1/30/2025 1:18,,nan,,1/30/2025 1:10
1/29/2025 23:04,浦东新区 泥城镇 云汉路1096弄54号201室（居民处置）（到场未处置）,居民,临港大队（九大队）,泥城镇,实警,泥城站,2楼平台烧杂物,彭镇微站,1/29/2025 23:04,1/29/2025 23:07,1/29/2025 23:12,154.0,1/29/2025 23:11,否,警戒,,1/29/2025 23:04
1/29/2025 22:12,浦东新区 三林镇 林德路718弄16号（误报）（到场未处置）,居民,三林大队（六大队）,三林镇,虚警,林南站,烧锅子,懿德微站,1/29/2025 22:12,1/29/2025 22:13,1/29/2025 22:18,12.0,1/29/2025 22:22,否,排查,,1/29/2025 22:12
1/29/2025 20:49,浦东新区 祝桥镇 思凡南苑 49号（微站处置）（到场未处置）,车辆,惠南大队（八大队）,祝桥镇,实警,江镇站,烧三轮车上纸箱,祝桥专职队,1/29/2025 20:50,1/29/2025 20:51,1/29/2025 21:00,9.0,1/29/2025 21:01,是,nan,,1/29/2025 20:49
1/29/2025 20:32,浦东新区 曹路镇 凌空北路东靖路口（驻防车出动）（微站处置）（到场未处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂草,市场路微站,1/29/2025 20:33,1/29/2025 20:34,1/29/2025 20:37,59.0,1/29/2025 20:41,是,出水处置,,1/29/2025 20:32
1/29/2025 20:24,浦东新区 北蔡镇 五星路231弄27号202室(鹏海西区)（驻防车驻防）（误报）（到场未处置）,居民,三林大队（六大队）,北蔡镇,虚警,塘东站,家中电闸短路,六里（杨莲)微站,1/29/2025 20:25,1/29/2025 20:27,1/29/2025 20:34,90.0,1/29/2025 20:35,否,排查,,1/29/2025 20:25
1/29/2025 19:12,浦东新区 川沙新镇 吉灿路17弄 桥下（烟花）（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,六灶站,室外烧杂物,六灶鹿城微站,1/29/2025 19:13,1/29/2025 19:13,1/29/2025 19:18,9.0,1/29/2025 19:16,否,警戒,,1/29/2025 19:12
1/29/2025 19:12,浦东新区 新场镇 申江南路 大治河北岸（专职队处置）（到场处置）,杂物,惠南大队（八大队）,新场镇,实警,航头站,室外烧杂草,新南村微站,1/29/2025 19:12,1/29/2025 19:13,1/29/2025 19:23,40.0,1/29/2025 19:24,是,出水处置,,1/29/2025 19:12
1/29/2025 19:06,浦东新区 祝桥镇星光村前进4组463号农村自建房（消防处置）（到场处置）,杂物,惠南大队（八大队）,祝桥镇,实警,祝桥站,室外烧稻草,祝桥村微站,1/29/2025 19:07,1/29/2025 19:08,1/29/2025 19:08,48.0,1/29/2025 19:16,否,警戒,,1/29/2025 19:07
1/29/2025 18:37,浦东新区 泥城镇横港村民生8队559号旁（消防处置）（到场处置）,杂物,临港大队（九大队）,泥城镇,实警,泥城站,室外烧杂草,书院微站,1/29/2025 18:38,1/29/2025 18:41,1/29/2025 18:58,162.0,1/29/2025 18:57,否,警戒,,1/29/2025 18:38
1/29/2025 18:15,浦东新区 书院镇桃园村新六763号（消防处置）（到场处置）,杂物,临港大队（九大队）,书院镇,实警,书院站,室外烧木材,新港微站,1/29/2025 18:16,1/29/2025 18:17,1/29/2025 18:26,54.0,1/29/2025 18:27,否,排查,,1/29/2025 18:16
1/29/2025 16:52,浦东新区 周浦镇 康沈路1527弄(加盟圣蓝苑)9号501室（误报）,居民,三林大队（六大队）,周浦镇,虚警,周浦站,误报，正常做饭,半岛微站,1/29/2025 16:53,1/29/2025 16:54,1/29/2025 16:58,69.0,1/29/2025 16:57,否,排查,,1/29/2025 16:53
1/29/2025 16:25,浦东新区 三林镇 三舒路181弄16号1302室 东方康德嘉苑2期（误报）（到场未处置）,居民,三林大队（六大队）,三林镇,虚警,前滩站,烧锅子,懿德微站,1/29/2025 16:27,1/29/2025 16:27,1/29/2025 16:28,9.0,1/29/2025 16:34,否,排查,,1/29/2025 16:25
1/29/2025 16:02,浦东新区 泥城镇龙港村5队641号（微站处置）（到场处置）,居民,临港大队（九大队）,泥城镇,实警,芦潮港站,烧柴火间杂物,书院微站,1/29/2025 16:03,1/29/2025 16:04,1/29/2025 16:09,62.0,1/29/2025 16:16,是,出水处置,,1/29/2025 16:02
1/29/2025 14:16,浦东新区 南汇新城镇 世纪塘路 南汇嘴观海附近 堤顶路上（消防处置）（到场处置）,杂物,临港大队（九大队）,南汇新城镇,实警,滴水湖站,室外烧杂草,方竹路微站,1/29/2025 14:20,1/29/2025 14:21,1/29/2025 14:36,60.0,1/29/2025 14:31,否,警戒,,1/29/2025 14:17
1/29/2025 12:55,浦东新区 周浦镇 年家浜路339弄 停车场(中园小区)（居民处置）（到场处置）,杂物,三林大队（六大队）,周浦镇,实警,周浦站,室外烧杂草,韵涛路微站,1/29/2025 12:56,1/29/2025 12:57,1/29/2025 13:04,52.0,1/29/2025 13:04,否,警戒,,1/29/2025 12:56
1/29/2025 10:46,浦东新区 川沙新镇 新川路190弄11号102室（误报）（到场未处置）,居民,川沙大队（三大队）,川沙新镇,虚警,川沙站,烧锅子,城厢南市微站,1/29/2025 10:47,1/29/2025 10:47,1/29/2025 10:48,8.0,1/29/2025 10:55,否,排查,,1/29/2025 10:46
1/29/2025 10:14,浦东新区 祝桥镇 凌空路 靠近 航城七路 往北10米（消防处置）（到场处置）,杂物,惠南大队（八大队）,祝桥镇,实警,江镇站,室外烧杂物,六团储店微站,1/29/2025 10:15,1/29/2025 10:15,1/29/2025 10:21,35.0,1/29/2025 10:23,否,排查,,1/29/2025 10:14
1/29/2025 7:24,浦东新区 洋泾街道 栖山路114号603室（消防处置）（到场处置）,居民,陆家嘴大队（一大队）,洋泾街道,实警,庆宁站,烧厨房灶台和柜子,名门世家微站,1/29/2025 7:25,1/29/2025 7:27,1/29/2025 7:43,117.0,1/29/2025 7:30,否,警戒,,1/29/2025 7:24
1/29/2025 6:50,浦东新区 六灶镇鹿溪村 向学街253号（微站处置）（到场未处置）,电线,川沙大队（三大队）,川沙新镇,实警,六灶站,室外电线短路,六灶鹿城微站,1/29/2025 6:52,1/29/2025 6:55,1/29/2025 6:59,153.0,1/29/2025 6:58,是,出水处置,,1/29/2025 6:51
1/29/2025 3:54,浦东新区 洋泾街道 洋泾镇路89弄20号103室（消防处置）（到场处置）,居民,陆家嘴大队（一大队）,洋泾街道,实警,庆宁站,烧卧室内床,苗圃微站,1/29/2025 3:56,1/29/2025 3:56,1/29/2025 4:05,1.0,1/29/2025 4:03,是,出水处置,,1/29/2025 3:55
1/29/2025 3:07,浦东新区 唐镇镇 创新西路 靠近 唐安路 往东100米（祭扫）（居民处置）（到场未处置）,杂物,川沙大队（三大队）,唐镇,实警,唐镇站,室外烧祭祀,龚卢路微站,1/29/2025 3:08,1/29/2025 3:09,1/29/2025 3:17,105.0,1/29/2025 3:17,否,警戒,,1/29/2025 3:08
1/29/2025 2:54,浦东新区 宣桥镇 闵家浜路80弄22支弄7号1003室（居民处置）（到场未处置）,居民,惠南大队（八大队）,宣桥镇,实警,惠南站,烧卧室内空调,明祥苑微站,1/29/2025 2:56,1/29/2025 2:58,1/29/2025 3:02,129.0,1/29/2025 3:05,否,排查,,1/29/2025 2:56
1/29/2025 1:51,浦东新区 潍坊新村街道 北张家浜路168弄(驻防车出动)（误报）,居民,陆家嘴大队（一大队）,潍坊新村街道,虚警,铜山站,误报，无着火冒烟。,蓝村微站,1/29/2025 1:53,1/29/2025 1:54,1/29/2025 1:57,70.0,1/29/2025 1:59,否,排查,,1/29/2025 1:52
1/29/2025 1:41,浦东新区 南汇新城镇 环湖南二路 靠近 小桉路（消防处置）（到场处置）,电线,临港大队（九大队）,南汇新城镇,实警,滴水湖站,室外烧杂草,夏栎路微站,1/29/2025 1:41,1/29/2025 1:44,1/29/2025 1:56,149.0,1/29/2025 1:50,否,警戒,,1/29/2025 1:41
1/29/2025 1:08,浦东新区 曹路镇 民春路 靠近 川沙路（误报）（到场未处置）,杂物,外高桥大队（五大队）,曹路镇,虚警,曹路站,误报无着火,上川路微站,1/29/2025 1:09,1/29/2025 1:10,1/29/2025 1:14,34.0,1/29/2025 1:15,否,警戒,,1/29/2025 1:09
1/29/2025 0:48,浦东新区 川沙新镇 川环南路148弄小区北门处（消防处置）（到场处置）,杂物,川沙大队（三大队）,川沙新镇,实警,川沙站,室外烧垃圾桶,城厢南市微站,1/29/2025 0:51,1/29/2025 0:51,1/29/2025 0:58,25.0,1/29/2025 0:55,否,排查,,1/29/2025 0:49
1/29/2025 0:29,浦东新区 曹路镇 华东路 靠近 东靖路(烟花)（消防处置）（到场处置）,杂物,外高桥大队（五大队）,曹路镇,实警,曹路站,室外烧杂物,上川路微站,1/29/2025 0:30,1/29/2025 0:30,1/29/2025 0:35,20.0,1/29/2025 0:40,是,出水处置,,1/29/2025 0:29
1/29/2025 0:22,浦东新区 川沙新镇 川滨路 川虹新苑内 东南角最东侧一幢 树和草丛  近运盐河路（烟花）（微站处置）（到场未处置）,杂物,川沙大队（三大队）,川沙新镇,实警,川沙站,室外烧树,城厢南市微站,1/29/2025 0:22,1/29/2025 0:24,1/29/2025 0:32,64.0,1/29/2025 0:30,否,排查,,1/29/2025 0:23
1/29/2025 0:21,浦东新区 康桥镇 东明路 靠近 秀沿西路桥上（消防处置）（到场处置）,杂物,三林大队（六大队）,康桥镇,实警,林南站,室外烧杂物,懿德微站,1/29/2025 0:21,1/29/2025 0:23,1/29/2025 0:27,108.0,1/29/2025 0:30,是,出水处置,,1/29/2025 0:21
1/28/2025 23:56,浦东新区 惠南镇 拱川路 靠近 听云路（居民处置）（到场未处置）,杂物,惠南大队（八大队）,惠南镇,实警,惠南站,室外烧杂草,海曲雅苑微站,1/28/2025 23:57,1/28/2025 23:58,1/29/2025 0:04,29.0,1/29/2025 0:02,否,警戒,,1/28/2025 23:57
1/28/2025 23:55,浦东新区 宣桥镇 六奉公路 靠近 汇骏路 北面100-200米左右（烟花）（专职队处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧杂物,陆桥分站微站,1/28/2025 23:58,1/28/2025 23:59,1/29/2025 0:00,73.0,1/29/2025 0:11,是,出水处置,,1/28/2025 23:56
1/28/2025 23:51,浦东新区 航头镇 航鹤路999弄391号（消防处置）（到场处置）,居民,三林大队（六大队）,航头镇,实警,航头站,楼顶烧杂物,下沙微站,1/28/2025 23:52,1/28/2025 23:53,1/29/2025 0:00,56.0,1/28/2025 23:58,否,排查,,1/28/2025 23:53
1/28/2025 23:49,浦东新区 航头镇 福善村14组425号1楼内（驻防车出动）（消防处置）（到场处置）,居民,三林大队（六大队）,航头镇,实警,航头站,卧室烧被子,航南微站,1/28/2025 23:50,1/28/2025 23:51,1/29/2025 0:01,79.0,1/28/2025 23:57,否,排查,,1/28/2025 23:49
1/28/2025 23:47,浦东新区 南码头街道 东三里桥路 靠近 胶南路（消防处置）（到场处置）,杂物,世博大队（七大队）,南码头路街道,实警,临沂站,室外烧垃圾桶,临沂六村微站,1/28/2025 23:47,1/28/2025 23:49,1/28/2025 23:54,64.0,1/28/2025 23:51,否,警戒,,1/28/2025 23:47
1/28/2025 23:33,浦东新区 合庆镇春雷村 三甲新天地旅游度假区树林（误报）,杂物,川沙大队（三大队）,合庆镇,虚警,川沙站,误报，无着火冒烟。,合庆专职队,1/28/2025 23:35,1/28/2025 23:36,1/28/2025 23:45,49.0,1/28/2025 23:45,否,排查,,1/28/2025 23:34
1/28/2025 23:23,浦东新区 万祥镇新建村4队221号（居民处置）（到场未处置）,电线,临港大队（九大队）,万祥镇,实警,书院站,室外烧电表箱,万祥微站,1/28/2025 23:24,1/28/2025 23:25,1/28/2025 23:32,82.0,1/28/2025 23:37,否,排查,,1/28/2025 23:24
1/28/2025 23:10,浦东新区 周浦镇 周秀路398弄10号楼旁边（驻防车出动）（居民处置）（到场处置）,杂物,三林大队（六大队）,周浦镇,实警,周浦站,室外烧杂物,宏南微站,1/28/2025 23:12,1/28/2025 23:12,1/28/2025 23:16,25.0,1/28/2025 23:21,否,排查,,1/28/2025 23:11
1/28/2025 22:58,浦东新区 高桥镇 陆凌新村23号 对面 石油新村（阳台）（消防处置）（到场处置）,居民,保税大队（四大队）,高桥镇,实警,高桥站,阳台烧杂物,陆凌村微站,1/28/2025 23:00,1/28/2025 23:02,1/28/2025 23:05,116.0,1/28/2025 23:04,是,出水处置,,1/28/2025 22:58
1/28/2025 22:30,浦东新区 航头镇 鹤沙路 金沁苑南区 13号802室（烟花）（驻防车出动）（阳台）（消防处置）（到场处置）,居民,三林大队（六大队）,航头镇,实警,航头站,阳台烧杂物,沈庄微站,1/28/2025 22:31,1/28/2025 22:32,1/28/2025 22:38,50.0,1/28/2025 22:41,否,警戒,,1/28/2025 22:31
1/28/2025 22:22,浦东新区 康桥镇 康新公路 靠近 康科路（消防处置）（到场处置）,杂物,三林大队（六大队）,康桥镇,实警,周浦站,室外烧杂物,沿南村微站,1/28/2025 22:23,1/28/2025 22:23,1/28/2025 22:33,35.0,1/28/2025 22:34,否,排查,,1/28/2025 22:22
1/28/2025 21:55,浦东新区 周家渡街道 上南三村86号503室（居民处置）（到场处置）,居民,世博大队（七大队）,周家渡街道,实警,周渡站,烧电热毯,雪野二村微站,1/28/2025 21:57,1/28/2025 21:59,1/28/2025 22:18,120.0,1/28/2025 22:06,否,排查,,1/28/2025 21:56
1/28/2025 21:55,浦东新区 三林镇 林恒路 靠近 林瞿路 路口北面（烟花）（消防处置）（到场处置）,车辆,三林大队（六大队）,三林镇,实警,林南站,货车后轮起火,懿德微站,1/28/2025 21:56,1/28/2025 21:56,1/28/2025 22:00,-21.0,1/28/2025 22:01,否,警戒,,1/28/2025 21:55
1/28/2025 21:50,浦东新区 新场镇 新瀚路65弄（误报）（到场未处置）,杂物,惠南大队（八大队）,新场镇,虚警,申江站,室外烧杂物,坦直微站,1/28/2025 21:50,1/28/2025 21:51,1/28/2025 21:55,40.0,1/28/2025 22:03,否,警戒,,1/28/2025 21:50
1/28/2025 21:12,浦东新区 周浦镇 公元三村 垃圾房（微站处置）（到场未处置）,杂物,三林大队（六大队）,康桥镇,实警,周浦站,露天垃圾房烧垃圾,半岛微站,1/28/2025 21:12,1/28/2025 21:14,1/28/2025 21:17,109.0,1/28/2025 21:18,否,警戒,,1/28/2025 21:12
1/28/2025 21:04,浦东新区 惠南镇 项文路333弄20号1402室楼顶（消防处置）（到场处置）,居民,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧杂物,宣桥专职队,1/28/2025 21:06,1/28/2025 21:09,1/28/2025 21:16,171.0,1/28/2025 21:13,是,出水处置,,1/28/2025 21:04
1/28/2025 20:57,浦东新区 航头镇 航定路 靠近 航梅路 聚航苑95号旁边停车场（居民处置）（到场处置）,杂物,三林大队（六大队）,航头镇,实警,航头站,室外烧杂物,下沙微站,1/28/2025 20:58,1/28/2025 21:00,1/28/2025 21:08,141.0,1/28/2025 21:07,否,排查,,1/28/2025 20:58
1/28/2025 20:55,浦东新区 宣桥镇 名望路 靠近 名园路（消防处置）（到场处置）,杂物,惠南大队（八大队）,宣桥镇,实警,惠南站,室外烧杂物,艺泰安邦微站,1/28/2025 20:56,1/28/2025 20:56,1/28/2025 21:03,30.0,1/28/2025 21:20,是,出水处置,,1/28/2025 20:56
1/28/2025 20:52,浦东新区 新场镇 沪南公路7406弄14号旁边垃圾房（消防处置）（到场处置）,居民,惠南大队（八大队）,新场镇,实警,航头站,垃圾房内烧垃圾,新场专职队,1/28/2025 20:55,1/28/2025 21:00,1/28/2025 21:14,292.0,1/28/2025 21:04,是,出水处置,,1/28/2025 20:53
1/28/2025 20:49,浦东新区 老港镇 中港村中港2组1040号（微站处置）（到场未处置）,杂物,临港大队（九大队）,老港镇,实警,老港站,路边烧杂物,建中微站,1/28/2025 20:51,1/28/2025 20:51,1/28/2025 20:58,15.0,1/28/2025 21:01,是,堵截,,1/28/2025 20:50
1/28/2025 20:47,浦东新区 航头镇 环镇南路出口处（微站处置）（到场处置）,杂物,三林大队（六大队）,航头镇,实警,航头站,室外烧杂物,航南微站,1/28/2025 20:48,1/28/2025 20:49,1/28/2025 20:57,30.0,1/28/2025 20:57,是,出水处置,,1/28/2025 20:48
